medidor,mes_dt,criterio,valor,kwh,kwh_prev
231.12.1,2025-07-01,cambio_abrupto,-0.6666666666666666,1.0,3.0
231.12.2,2025-07-01,cambio_abrupto,-0.5,14.0,28.0
231.19,2025-07-01,robust_z,12.380372444972272,1130.0,704.0
231.20,2025-07-01,robust_z,7.215778502325085,823.0,339.0
231.7,2025-07-01,robust_z,9.684669206824319,1014.0,365.0
232.103.2,2025-07-01,robust_z,10.502784683278412,68.0,0.0
232.13..9108,2025-07-01,cambio_abrupto,2.606060606060606,238.0,66.0
232.1369.7,2025-07-01,cambio_abrupto,-0.8,4.0,20.0
232.150,2025-07-01,robust_z,159.85430999595306,119.0,171.0
233.127.4.1,2025-07-01,robust_z,19.819651547696875,357.0,200.0
233.127.5.5,2025-07-01,robust_z,6.588976935317062,1168.0,694.0
233.132.4.20,2025-07-01,cambio_abrupto,3.24468085106383,399.0,94.0
233.132.4.20,2025-07-01,robust_z,5.278623335034223,399.0,94.0
234.2314.4.1,2025-07-01,robust_z,406.04343720491033,603.0,317.0
235...9007,2025-07-01,robust_z,4.42166164545768,263.0,212.0
235...9046,2025-07-01,robust_z,9.09540569597227,367.0,218.0
235.19,2025-07-01,cambio_abrupto,-0.75,28.0,112.0
235.19,2025-07-01,robust_z,-4.905387341647965,28.0,112.0
235.2418.3.562,2025-07-01,robust_z,11.803588290840416,43.0,33.0
235.2418.3.58,2025-07-01,robust_z,7.027758558417427,409.0,295.0
235.2418.4.461,2025-07-01,cambio_abrupto,3.0,4.0,1.0
235.2418.4.55,2025-07-01,robust_z,6.456775619843912,655.0,384.0
236.1.4.2317,2025-07-01,robust_z,6.879805746661272,250.0,150.0
236.2317.4.5,2025-07-01,robust_z,9.821243497744568,488.0,335.0
236.2328..12,2025-07-01,robust_z,8.535796852686566,787.0,706.0
236.2329.9.4,2025-07-01,robust_z,13.200747721184792,106.0,36.0
237.25,2025-07-01,cambio_abrupto,3.3684210526315788,83.0,19.0
237.25,2025-07-01,robust_z,35.52317999910068,83.0,19.0
238.19,2025-07-01,robust_z,4.5929608859596724,360.0,177.0
238.56.4,2025-07-01,cambio_abrupto,2.970873786407767,409.0,103.0
238.56.4,2025-07-01,robust_z,5.335971341637064,409.0,103.0
239.6966,2025-07-01,cambio_abrupto,-0.5083798882681564,880.0,1790.0
24.2.1,2025-07-01,robust_z,5.147006866958304,484.0,544.0
24.3056.6.85,2025-07-01,robust_z,8.914069877242682,1065.0,510.0
240.12,2025-07-01,robust_z,18.33388518940927,182.0,119.0
241.6941.2,2025-07-01,cambio_abrupto,11.833333333333334,77.0,6.0
241.6941.2,2025-07-01,robust_z,16.187778227438283,77.0,6.0
241.6941.3,2025-07-01,cambio_abrupto,-0.6,6.0,15.0
243.1,2025-07-01,robust_z,4.242764454772131,240.0,137.0
243.1650.3.1,2025-07-01,cambio_abrupto,-1.0,0.0,1.0
243.4,2025-07-01,cambio_abrupto,5.0,6.0,1.0
245...9070,2025-07-01,cambio_abrupto,2.0,27.0,9.0
245.4,2025-07-01,robust_z,5.20321443024802,215.0,74.0
246.123,2025-07-01,cambio_abrupto,-0.8333333333333334,4.0,24.0
246.124.4,2025-07-01,cambio_abrupto,-1.0,0.0,6.0
246.1378.7,2025-07-01,robust_z,7.4193983542425475,67.0,59.0
246.3,2025-07-01,cambio_abrupto,-0.5,1.0,2.0
246.7,2025-07-01,robust_z,7.700436170691129,158.0,74.0
247.2315.4.6,2025-07-01,cambio_abrupto,-1.0,0.0,9.0
248.10,2025-07-01,cambio_abrupto,-0.7126436781609196,25.0,87.0
248.11,2025-07-01,robust_z,4.552812626467017,78.0,42.0
25.3018.7,2025-07-01,robust_z,6.681674086065021,293.0,314.0
25.9.1.9340,2025-07-01,cambio_abrupto,2.1934156378600824,776.0,243.0
25.9.1.9340,2025-07-01,robust_z,17.956442885621357,776.0,243.0
250.4,2025-07-01,cambio_abrupto,-1.0,0.0,16.0
251.12,2025-07-01,cambio_abrupto,2.5,7.0,2.0
251.2265.5,2025-07-01,robust_z,5.967776937108137,542.0,413.0
251.5,2025-07-01,cambio_abrupto,-0.6862745098039216,16.0,51.0
252.14,2025-07-01,cambio_abrupto,-0.8878504672897196,12.0,107.0
252.2018.7.60,2025-07-01,cambio_abrupto,3.0,4.0,1.0
252.2033.5,2025-07-01,cambio_abrupto,-0.5469522240527183,275.0,607.0
253.15,2025-07-01,cambio_abrupto,-0.7301587301587301,102.0,378.0
253.7,2025-07-01,robust_z,11.391399493382497,164.0,87.0
254.1.2,2025-07-01,robust_z,4.773319220911289,262.0,144.0
254.1735.5,2025-07-01,robust_z,17.15133645526199,345.0,172.0
254.20,2025-07-01,cambio_abrupto,3.704225352112676,334.0,71.0
254.20,2025-07-01,robust_z,5.876072040185931,334.0,71.0
255.1442.1,2025-07-01,cambio_abrupto,4.444444444444445,196.0,36.0
255.7.1,2025-07-01,cambio_abrupto,-0.5,2.0,4.0
256.1443.6,2025-07-01,robust_z,4.496605063177301,72.0,57.0
256.2.2,2025-07-01,robust_z,11.889023787040784,815.0,515.0
257.1397.1.25,2025-07-01,cambio_abrupto,4.575342465753424,407.0,73.0
257.1397.1.25,2025-07-01,robust_z,17.01457335195798,407.0,73.0
257.1401.4,2025-07-01,cambio_abrupto,-0.8037383177570093,21.0,107.0
257.22,2025-07-01,robust_z,5.853913628543783,580.0,251.0
257.28,2025-07-01,robust_z,5.887686270969005,1782.0,1093.0
257.31.1.9149,2025-07-01,cambio_abrupto,4.666666666666667,459.0,81.0
257.31.1.9149,2025-07-01,robust_z,17.443726538187807,459.0,81.0
257.34,2025-07-01,robust_z,4.457504149584456,253.0,188.0
258.2312.5,2025-07-01,robust_z,6.333353911017521,477.0,379.0
258.2314.6.20,2025-07-01,cambio_abrupto,-0.7852564102564102,67.0,312.0
259.11.1,2025-07-01,cambio_abrupto,-1.0,0.0,286.0
259.11.2,2025-07-01,cambio_abrupto,-1.0,0.0,465.0
259.2312.2.7,2025-07-01,robust_z,4.056184156304456,376.0,311.0
259.2316.5.49,2025-07-01,cambio_abrupto,-1.0,0.0,1.0
259.2316.6.50,2025-07-01,robust_z,16.293167408606504,472.0,170.0
259.8,2025-07-01,cambio_abrupto,-1.0,0.0,3.0
26.2745.9.2,2025-07-01,cambio_abrupto,-1.0,0.0,2.0
26.2745.9.31,2025-07-01,cambio_abrupto,-0.9590163934426229,10.0,244.0
260.2306.6.35,2025-07-01,cambio_abrupto,-0.7058823529411765,5.0,17.0
261.9.2298.10,2025-07-01,cambio_abrupto,-0.5849115181620614,1337.0,3221.0
262.1.2,2025-07-01,cambio_abrupto,4.0,5.0,1.0
262.1.2.397,2025-07-01,robust_z,11.545694765158188,172.0,116.0
262.10.1,2025-07-01,robust_z,63.73937677053825,496.0,252.0
262.16.9730,2025-07-01,cambio_abrupto,-0.6481481481481481,114.0,324.0
263.2.36,2025-07-01,robust_z,5.379961797481955,928.0,741.0
264.1711.4,2025-07-01,cambio_abrupto,3.25,527.0,124.0
264.1715.5,2025-07-01,cambio_abrupto,-0.5042016806722689,59.0,119.0
264.18,2025-07-01,robust_z,4.4403974998875855,482.0,362.0
265.2.1715.7,2025-07-01,cambio_abrupto,-0.7925311203319502,150.0,723.0
265.30,2025-07-01,cambio_abrupto,-1.0,0.0,2.0
266.1.1,2025-07-01,robust_z,5.599841886817314,2688.0,1831.0
267...9655,2025-07-01,cambio_abrupto,6.833333333333333,235.0,30.0
267.1.2.7,2025-07-01,robust_z,4.552812626467017,85.0,58.0
267.1411.9,2025-07-01,robust_z,5.089339366959764,388.0,255.0
267.5,2025-07-01,robust_z,4.565150872067199,472.0,455.0
268.1.2,2025-07-01,cambio_abrupto,-0.5,1.0,2.0
268.1397.4,2025-07-01,cambio_abrupto,-1.0,0.0,5.0
268.1399.9,2025-07-01,robust_z,6.070416835289357,79.0,41.0
268.1411.4,2025-07-01,robust_z,4.9973633543038645,167.0,89.0
268.18,2025-07-01,robust_z,6.373937677053825,520.0,212.0
269.4.8.50,2025-07-01,cambio_abrupto,5.2,186.0,30.0
269.4.8.50,2025-07-01,robust_z,17.199514366653176,186.0,30.0
269.4.9,2025-07-01,cambio_abrupto,14.0,15.0,1.0
269.4.9,2025-07-01,robust_z,19.56023202482126,15.0,1.0
27.3295.6.40,2025-07-01,robust_z,6.49543840975406,596.0,382.0
276.1.3,2025-07-01,cambio_abrupto,3.0344827586206895,351.0,87.0
276.1.3,2025-07-01,robust_z,5.0939152879874205,351.0,87.0
276.1998.1,2025-07-01,cambio_abrupto,-0.5604395604395604,80.0,182.0
276.1998.1.10,2025-07-01,cambio_abrupto,-0.6020618556701031,193.0,485.0
276.1998.4,2025-07-01,robust_z,23.514143373477165,529.0,662.0
276.25,2025-07-01,robust_z,16.86226898691488,261.0,109.0
277.1.1,2025-07-01,robust_z,7.011964849787142,2038.0,1272.0
277.13.8,2025-07-01,cambio_abrupto,-0.7777777777777778,2.0,9.0
279.9,2025-07-01,cambio_abrupto,-1.0,0.0,12.0
280.1422.9,2025-07-01,robust_z,4.119211423946349,873.0,411.0
281.1708,2025-07-01,robust_z,4.3779446517879,1039.0,849.0
282.1422.8,2025-07-01,robust_z,10.342191645307793,49.0,21.0
286.2002.8,2025-07-01,robust_z,7.177273466225308,416.0,336.0
287.1417.8.80,2025-07-01,cambio_abrupto,4.0,5.0,1.0
287.1418.2.5,2025-07-01,robust_z,7.963228600103257,1569.0,992.0
287.1422.2,2025-07-01,robust_z,44.685012815324434,274.0,202.0
289.1414.5.1,2025-07-01,robust_z,4.003146455594857,403.0,271.0
29.1,2025-07-01,robust_z,6.107375233068896,499.0,574.0
29.2745.6.10,2025-07-01,robust_z,9.105625252934034,29.0,34.0
29.2745.8.4,2025-07-01,robust_z,11.254737966952598,462.0,173.0
29.2745.8.5,2025-07-01,cambio_abrupto,-0.9885057471264368,2.0,174.0
29.3298.4.3,2025-07-01,cambio_abrupto,2.590909090909091,79.0,22.0
29.3298.4.3,2025-07-01,robust_z,49.23782544179145,79.0,22.0
3.3293.896.1,2025-07-01,robust_z,4.890058006205315,78.0,38.0
30...9307,2025-07-01,robust_z,11.979542402008224,538.0,384.0
30.2748.4.60,2025-07-01,cambio_abrupto,-0.5010893246187363,229.0,459.0
30.2748.4.70,2025-07-01,cambio_abrupto,-0.9852941176470589,3.0,204.0
30.2748.4.70,2025-07-01,robust_z,-4.513899698035676,3.0,204.0
30.3298.4.15,2025-07-01,cambio_abrupto,74.0,75.0,1.0
30.3298.4.17,2025-07-01,cambio_abrupto,-1.0,0.0,13.0
31.2750.15,2025-07-01,robust_z,5.100836368541751,231.0,194.0
31.2752.2,2025-07-01,cambio_abrupto,-0.6428571428571429,5.0,14.0
31.2753.3,2025-07-01,robust_z,4.985762776131049,452.0,415.0
31.3304.7,2025-07-01,robust_z,5.4521336391024775,827.0,595.0
31.3304.8,2025-07-01,robust_z,4.113946950185061,638.0,273.0
31.3304.9.2,2025-07-01,robust_z,12.571359687265902,612.0,409.0
31.8.1,2025-07-01,cambio_abrupto,6.578947368421052,144.0,19.0
32.8,2025-07-01,robust_z,7.033975063113064,242.0,92.0
34.3,2025-07-01,cambio_abrupto,3.0,16.0,4.0
34.8.1,2025-07-01,cambio_abrupto,-1.0,0.0,2.0
35.1.2914,2025-07-01,cambio_abrupto,-0.5190311418685121,139.0,289.0
35.1.9672,2025-07-01,robust_z,4.523739748903371,866.0,974.0
35.2915..10,2025-07-01,robust_z,7.076624361721655,741.0,771.0
36.1.4,2025-07-01,robust_z,4.207537594830189,312.0,239.0
36.2783.7.9,2025-07-01,cambio_abrupto,2.753086419753086,1216.0,324.0
36.2914.9.19,2025-07-01,cambio_abrupto,-0.5960264900662252,61.0,151.0
36.6..9420,2025-07-01,robust_z,7.815527847903406,595.0,207.0
37.2914.4.50,2025-07-01,cambio_abrupto,-1.0,0.0,4.0
39.12..9488,2025-07-01,robust_z,4.782291625461874,790.0,267.0
39.4..9662,2025-07-01,robust_z,4.757568749879556,434.0,242.0
4.3294..15,2025-07-01,robust_z,6.156784554490628,1080.0,613.0
4.3294.1.20,2025-07-01,robust_z,4.004788884392284,422.0,338.0
40.1,2025-07-01,robust_z,4.175779870467459,507.0,201.0
40.3,2025-07-01,robust_z,5.189227294682837,375.0,653.0
41.3225.5,2025-07-01,robust_z,7.258107085672058,734.0,355.0
41.3225.6.8,2025-07-01,robust_z,6.590836101484496,1231.0,600.0
42.3225.7,2025-07-01,robust_z,4.799103949245593,835.0,367.0
42.7,2025-07-01,robust_z,9.892531138990062,486.0,313.0
43.10,2025-07-01,robust_z,4.451639012545528,213.0,105.0
44.2905.5.15,2025-07-01,cambio_abrupto,38.0,39.0,1.0
44.2905.5.5,2025-07-01,robust_z,7.548752746470935,622.0,545.0
44.3210.7,2025-07-01,robust_z,4.565783602610798,172.0,64.0
45.3179.4,2025-07-01,cambio_abrupto,2.9125,313.0,80.0
45.3179.4,2025-07-01,robust_z,6.235598245773422,313.0,80.0
45.3179.4.10,2025-07-01,robust_z,8.054213186691108,156.0,86.0
45.4,2025-07-01,robust_z,55.30824227708081,83.0,99.0
46.4.1,2025-07-01,cambio_abrupto,-0.7443946188340808,57.0,223.0
46.4.1,2025-07-01,robust_z,-4.181842708754891,57.0,223.0
47.2888.3,2025-07-01,cambio_abrupto,-1.0,0.0,2.0
47.2979.5,2025-07-01,robust_z,5.610250242375418,616.0,406.0
47.7,2025-07-01,cambio_abrupto,-0.5324074074074074,101.0,216.0
48.2833.2,2025-07-01,robust_z,5.6657223796034,287.0,185.0
49.2883.5,2025-07-01,robust_z,9.78011601241063,157.0,184.0
49.6..9595,2025-07-01,cambio_abrupto,-0.5105263157894737,93.0,190.0
5.2,2025-07-01,robust_z,5.506663364682053,521.0,347.0
5.3295.6.80,2025-07-01,robust_z,4.046944556859571,708.0,399.0
5.6..9302,2025-07-01,robust_z,6.784583521793986,317.0,236.0
504.3293.5.10,2025-07-01,cambio_abrupto,-0.9928057553956835,1.0,139.0
505.3291.5,2025-07-01,robust_z,10.791852151625523,408.0,326.0
506.3288.2.20,2025-07-01,robust_z,8.736763118845273,1003.0,547.0
51.2883..4,2025-07-01,cambio_abrupto,-1.0,0.0,1.0
51.8,2025-07-01,robust_z,13.13008678447772,221.0,141.0
52.3.1,2025-07-01,robust_z,4.5917255548983595,327.0,169.0
52.3066,2025-07-01,cambio_abrupto,-1.0,0.0,1.0
53.14,2025-07-01,cambio_abrupto,-0.7142857142857143,6.0,21.0
53.17,2025-07-01,robust_z,4.073395174878261,316.0,297.0
53.2.1,2025-07-01,robust_z,5.2302616787483345,452.0,295.0
53.3,2025-07-01,cambio_abrupto,3.3972602739726026,321.0,73.0
54.2745.9.3,2025-07-01,cambio_abrupto,-0.7719298245614035,13.0,57.0
54.2745.9.3,2025-07-01,robust_z,16.86226898691488,13.0,57.0
56.2746.7.1,2025-07-01,cambio_abrupto,-1.0,0.0,4.0
56.2747.1.19,2025-07-01,cambio_abrupto,-0.963076923076923,12.0,325.0
59.3313.4.10,2025-07-01,cambio_abrupto,2.1551724137931036,183.0,58.0
6.3296.5.10,2025-07-01,robust_z,7.844077721320403,750.0,519.0
6.3296.5.13,2025-07-01,cambio_abrupto,4.7368421052631575,327.0,57.0
6.3296.5.13,2025-07-01,robust_z,4.6805570884891,327.0,57.0
6.6..3295,2025-07-01,cambio_abrupto,-0.7576923076923077,63.0,260.0
60.2,2025-07-01,cambio_abrupto,-1.0,0.0,15.0
60.2740.8,2025-07-01,robust_z,6.070416835289357,10.0,10.0
60.2745.3.5,2025-07-01,cambio_abrupto,3.0,4.0,1.0
60.6.1,2025-07-01,robust_z,75.54296506137867,452.0,243.0
604...4002,2025-07-01,robust_z,4.144030347996354,734.0,445.0
604...4009,2025-07-01,robust_z,6.949154796579288,982.0,498.0
605...4024,2025-07-01,robust_z,8.093889113719143,428.0,322.0
605...4030,2025-07-01,robust_z,6.554910197730292,581.0,483.0
608...7303,2025-07-01,robust_z,6.330746602104885,510.0,261.0
609...4099,2025-07-01,robust_z,75.54296506137867,226.0,163.0
61.1.2,2025-07-01,robust_z,5.207465422429595,358.0,252.0
61.2739.6.29,2025-07-01,cambio_abrupto,-0.8461538461538461,16.0,104.0
61.6.1,2025-07-01,robust_z,5.089339366959764,150.0,78.0
62.4.1,2025-07-01,robust_z,4.1218879745791925,124.0,126.0
63.3351.7,2025-07-01,cambio_abrupto,2.0,6.0,2.0
64.3353.5,2025-07-01,robust_z,9.50282536684803,429.0,233.0
65.10.1,2025-07-01,cambio_abrupto,-0.639344262295082,44.0,122.0
65.2737.4,2025-07-01,cambio_abrupto,2.5588235294117645,121.0,34.0
65.2780.1.5,2025-07-01,robust_z,4.351553286945776,640.0,464.0
65.2782.8,2025-07-01,cambio_abrupto,-0.8620689655172413,12.0,87.0
65.8..3257,2025-07-01,cambio_abrupto,-0.7777777777777778,6.0,27.0
65.9,2025-07-01,robust_z,4.325443967224101,665.0,275.0
66.2612.4,2025-07-01,robust_z,6.353267798940832,242.0,121.0
66.3.2612.3,2025-07-01,robust_z,4.095122468250756,260.0,101.0
67.2792.5.1,2025-07-01,robust_z,6.7542755219809045,409.0,411.0
7.3,2025-07-01,robust_z,10.38402052961642,424.0,239.0
7.3295.8.20,2025-07-01,cambio_abrupto,2.4857142857142858,122.0,35.0
7.3295.8.20,2025-07-01,robust_z,22.25819506272764,122.0,35.0
7.3295.8.22,2025-07-01,cambio_abrupto,14.714285714285714,110.0,7.0
7.3296.1,2025-07-01,robust_z,7.323042531460176,453.0,269.0
70.3205.3,2025-07-01,robust_z,8.609676165083597,319.0,198.0
70.9.3205.1,2025-07-01,cambio_abrupto,-0.5789473684210527,8.0,19.0
700.2553.1.5,2025-07-01,robust_z,5.525635837250569,403.0,216.0
700.2746.2.40,2025-07-01,robust_z,8.809675225816754,417.0,330.0
700.2746.7.50,2025-07-01,cambio_abrupto,-0.9047619047619048,2.0,21.0
700.2746.7.70,2025-07-01,robust_z,5.166599217590719,447.0,349.0
700.2747..10,2025-07-01,cambio_abrupto,-0.5330882352941176,127.0,272.0
700.3321.7,2025-07-01,robust_z,-4.66522775304645,0.0,0.0
700.3323.2,2025-07-01,robust_z,6.791747230840715,931.0,621.0
700.6,2025-07-01,robust_z,5.232742827552295,412.0,298.0
72.3204.15,2025-07-01,robust_z,80.6498236688443,422.0,203.0
72.3215.2,2025-07-01,cambio_abrupto,4.0,5.0,1.0
72.3215.3,2025-07-01,cambio_abrupto,-0.6666666666666666,1.0,3.0
72.5,2025-07-01,robust_z,5.517555557029852,706.0,284.0
72.6,2025-07-01,cambio_abrupto,-0.75,2.0,8.0
73.10.1,2025-07-01,cambio_abrupto,-0.75,5.0,20.0
73.7,2025-07-01,robust_z,5.74493582926286,1201.0,701.0
74.3,2025-07-01,robust_z,4.671473037856418,700.0,458.0
76.6942.6,2025-07-01,cambio_abrupto,-1.0,0.0,3.0
77.2848.5,2025-07-01,cambio_abrupto,-0.7333333333333333,4.0,15.0
77.2848.6,2025-07-01,robust_z,7.689194658033186,31.0,32.0
77.2850.1,2025-07-01,robust_z,29.195814303058334,155.0,120.0
78.4,2025-07-01,robust_z,16.420361247947458,454.0,320.0
78.9,2025-07-01,robust_z,4.384189936597869,160.0,103.0
79.2716.7.79,2025-07-01,cambio_abrupto,-1.0,0.0,1.0
79.3069.7,2025-07-01,robust_z,-8.479312404848626,47.0,33.0
79.8.1.9517,2025-07-01,robust_z,7.708465822589659,371.0,289.0
8.3292,2025-07-01,cambio_abrupto,14.428571428571429,864.0,56.0
8.3292,2025-07-01,robust_z,28.417360682158655,864.0,56.0
8.3292.2,2025-07-01,cambio_abrupto,4.333333333333333,192.0,36.0
8.3292.2,2025-07-01,robust_z,6.793085506157137,192.0,36.0
8.3293.1.20,2025-07-01,robust_z,6.210405483482613,467.0,227.0
8.3302.4,2025-07-01,cambio_abrupto,2.111111111111111,140.0,45.0
80...9013,2025-07-01,cambio_abrupto,-0.7094594594594594,43.0,148.0
80...9194,2025-07-01,robust_z,4.921284430255158,327.0,172.0
80...9459,2025-07-01,cambio_abrupto,-0.7627118644067796,42.0,177.0
80.1.1,2025-07-01,robust_z,5.213251495121184,283.0,176.0
80.1.14,2025-07-01,robust_z,16.13157066414857,150.0,134.0
80.2.62.3661,2025-07-01,cambio_abrupto,6.793103448275862,226.0,29.0
80.2.62.3661,2025-07-01,robust_z,21.808534556409914,226.0,29.0
80.3081.1,2025-07-01,cambio_abrupto,2.152173913043478,145.0,46.0
80.9752,2025-07-01,robust_z,6.634786654443243,387.0,310.0
801.2464,2025-07-01,robust_z,6.052667078461025,911.0,453.0
801.2464.7,2025-07-01,cambio_abrupto,-0.7707423580786026,105.0,458.0
801.6,2025-07-01,cambio_abrupto,-0.6071428571428571,11.0,28.0
801.8,2025-07-01,robust_z,4.467666515741012,544.0,430.0
801.9,2025-07-01,robust_z,6.9561938567706685,941.0,674.0
81.11,2025-07-01,cambio_abrupto,3.0,256.0,64.0
81.3072.6,2025-07-01,robust_z,5.4498853365708895,188.0,112.0
81.3072.9.50,2025-07-01,robust_z,14.26066177179087,329.0,115.0
81.4.1,2025-07-01,robust_z,7.543646652040867,751.0,364.0
87.3321.4.4,2025-07-01,cambio_abrupto,-1.0,0.0,2.0
87.4,2025-07-01,robust_z,5.713070737553412,780.0,626.0
87.9.1.3315,2025-07-01,robust_z,5.678483015593498,466.0,300.0
88.1,2025-07-01,robust_z,4.960770747118184,177.0,89.0
88.12,2025-07-01,robust_z,8.2734298194791,1082.0,420.0
89.1.4,2025-07-01,cambio_abrupto,4.0125,401.0,80.0
89.1.4,2025-07-01,robust_z,5.864322436560397,401.0,80.0
89.6,2025-07-01,robust_z,12.730194528373797,1265.0,708.0
9.2926.5,2025-07-01,robust_z,4.793189652450698,288.0,353.0
9.3290.5.7,2025-07-01,robust_z,4.079063164453695,800.0,423.0
9.3298.7.4,2025-07-01,robust_z,9.709529770139824,675.0,493.0
90.13,2025-07-01,cambio_abrupto,2.395348837209302,292.0,86.0
90.13,2025-07-01,robust_z,7.237103554384008,292.0,86.0
90.3355.2.15,2025-07-01,robust_z,17.574231455251287,281.0,99.0
90.5,2025-07-01,robust_z,8.121992895364,363.0,231.0
90.8,2025-07-01,robust_z,4.4019396934262005,132.0,85.0
90.8.1,2025-07-01,robust_z,8.81599098562938,755.0,413.0
91.11,2025-07-01,robust_z,5.328476999865103,239.0,116.0
92.1,2025-07-01,cambio_abrupto,-0.5076923076923077,32.0,65.0
92.10,2025-07-01,robust_z,45.86537164440848,666.0,363.0
92.6.2,2025-07-01,cambio_abrupto,-0.6101694915254238,23.0,59.0
93.2,2025-07-01,cambio_abrupto,-0.8972332015810277,52.0,506.0
93.3247.4,2025-07-01,robust_z,11.2270074803201,672.0,313.0
93.5.2596.6,2025-07-01,cambio_abrupto,3.5,9.0,2.0
93.9,2025-07-01,cambio_abrupto,3.0,4.0,1.0
94.3.3,2025-07-01,cambio_abrupto,-0.9268104776579353,95.0,1298.0
96.4,2025-07-01,robust_z,15.392589121529037,1581.0,842.0
96.8,2025-07-01,cambio_abrupto,3.593220338983051,271.0,59.0
96.8,2025-07-01,robust_z,12.999276455367108,271.0,59.0
97.2.1,2025-07-01,robust_z,11.972210980709564,188.0,74.0
97.3198.3,2025-07-01,robust_z,5.19201026480821,274.0,197.0
97.8.1.1,2025-07-01,cambio_abrupto,-1.0,0.0,1.0
99.2506,2025-07-01,cambio_abrupto,-0.8333333333333334,4.0,24.0
100.2501,2025-08-01,robust_z,19.56023202482126,31.0,13.0
100.9,2025-08-01,cambio_abrupto,-0.6566265060240963,114.0,332.0
100.9981,2025-08-01,robust_z,7.505503557579985,379.0,388.0
101.12,2025-08-01,cambio_abrupto,-0.9245283018867925,16.0,212.0
102.12,2025-08-01,cambio_abrupto,-1.0,0.0,1.0
102.3192.1.15,2025-08-01,cambio_abrupto,-0.5434782608695652,21.0,46.0
102.5.3133,2025-08-01,cambio_abrupto,-0.667621776504298,116.0,349.0
102.9.1.3128,2025-08-01,cambio_abrupto,-0.5157894736842106,138.0,285.0
103.4.2,2025-08-01,cambio_abrupto,-0.5978494623655914,187.0,465.0
104.9,2025-08-01,cambio_abrupto,-0.9811320754716981,1.0,53.0
105.13,2025-08-01,cambio_abrupto,2.0,6.0,2.0
105.2,2025-08-01,robust_z,52.94752461891272,160.0,127.0
105.4,2025-08-01,cambio_abrupto,-1.0,0.0,83.0
105.7.4.3080,2025-08-01,cambio_abrupto,-1.0,0.0,1.0
105.9,2025-08-01,cambio_abrupto,-0.5135135135135135,90.0,185.0
106.3176.8.10,2025-08-01,cambio_abrupto,5.0,36.0,6.0
106.3176.8.10,2025-08-01,robust_z,6.263128480854098,36.0,6.0
106.7,2025-08-01,cambio_abrupto,-0.5,82.0,164.0
107.3,2025-08-01,cambio_abrupto,-0.5,11.0,22.0
107.4,2025-08-01,cambio_abrupto,-1.0,0.0,126.0
108.2472.1,2025-08-01,cambio_abrupto,-0.5444444444444444,41.0,90.0
108.2706.6,2025-08-01,cambio_abrupto,-0.7391304347826086,90.0,345.0
11.2,2025-08-01,cambio_abrupto,-0.7527352297592997,113.0,457.0
11.2936.7,2025-08-01,cambio_abrupto,-0.5411764705882353,78.0,170.0
11.2940.10,2025-08-01,cambio_abrupto,-0.8854961832061069,15.0,131.0
11.3299.2.9,2025-08-01,cambio_abrupto,-0.903114186851211,28.0,289.0
11.3299.2.9,2025-08-01,robust_z,-5.182928993872784,28.0,289.0
110.2529.5.24,2025-08-01,cambio_abrupto,-1.0,0.0,2.0
110.2529.5.291,2025-08-01,cambio_abrupto,-1.0,0.0,4.0
110.2529.5.36,2025-08-01,cambio_abrupto,-1.0,0.0,8.0
110.2529.5.40,2025-08-01,cambio_abrupto,-1.0,0.0,3.0
110.6738,2025-08-01,robust_z,4.063132335087009,1660.0,1580.0
1100.1,2025-08-01,cambio_abrupto,-0.576271186440678,200.0,472.0
1100.1.106,2025-08-01,cambio_abrupto,6.196969696969697,950.0,132.0
1100.1.114,2025-08-01,cambio_abrupto,-1.0,0.0,100.0
1100.1.121,2025-08-01,robust_z,8.093889113719143,50.0,40.0
1100.1.128,2025-08-01,cambio_abrupto,-0.9591194968553459,13.0,318.0
1100.1.128,2025-08-01,robust_z,-5.0280220251891645,13.0,318.0
1100.1.131.5,2025-08-01,cambio_abrupto,-1.0,0.0,1.0
1100.1.134.1,2025-08-01,robust_z,4.176654318297378,791.0,670.0
1100.1.137,2025-08-01,cambio_abrupto,26.263157894736842,518.0,19.0
1100.1.14,2025-08-01,cambio_abrupto,-0.5751633986928104,260.0,612.0
1100.1.146,2025-08-01,cambio_abrupto,-0.8967475477542591,200.0,1937.0
1100.1.153,2025-08-01,cambio_abrupto,-0.6718390804597701,571.0,1740.0
1100.1.159,2025-08-01,cambio_abrupto,-1.0,0.0,180.0
1100.1.170.2,2025-08-01,cambio_abrupto,-0.5794392523364486,90.0,214.0
1100.1.172,2025-08-01,robust_z,4.046944556859572,450.0,541.0
1100.1.18.5,2025-08-01,cambio_abrupto,-0.5766299745977985,500.0,1181.0
1100.1.180,2025-08-01,robust_z,-6.7449075947659525,0.0,0.0
1100.1.198,2025-08-01,cambio_abrupto,-0.8151658767772512,156.0,844.0
1100.1.2,2025-08-01,cambio_abrupto,-1.0,0.0,40.0
1100.1.212,2025-08-01,cambio_abrupto,3.452830188679245,708.0,159.0
1100.1.224,2025-08-01,cambio_abrupto,-1.0,0.0,50.0
1100.1.23,2025-08-01,cambio_abrupto,-1.0,0.0,100.0
1100.1.24,2025-08-01,cambio_abrupto,2.849056603773585,816.0,212.0
1100.1.253,2025-08-01,robust_z,-5.106858607465649,0.0,0.0
1100.1.28.1,2025-08-01,robust_z,-5.620756328971626,200.0,200.0
